Categoria_Principal,Linha_Trabalho,Sub_Categoria,Nome_Ponto,Tipo_Toque,Link_Youtube
Pontos de Entidades,Esquerda,N/A,Ogum - Orixa Regente,Tipos de Toque,Links
Pontos de Entidades,Esquerda,N/A,Pedimos licença a Zambi,Samba,https://www.youtube.com/watch?v=bA2X-co8W7o
Pontos de Entidades,Esquerda,N/A,Dono do dia,Congo,https://www.youtube.com/watch?v=iq5A4tGOZ6M
Pontos de Entidades,Esquerda,N/A,Abra a minha estrada,Congo,https://www.youtube.com/watch?v=1WFD0jkwDv4
Pontos de Entidades,Esquerda,N/A,General da Umbanda,Congo,https://www.youtube.com/watch?v=2NDSs058_cY
Pontos de Entidades,Esquerda,N/A,Ogum Xoroke,Congo,https://www.youtube.com/watch?v=gkwRb9SX6P0
Pontos de Entidades,Esquerda,N/A,Quando Ogum partiu pra Guerra,Congo,https://www.youtube.com/watch?v=xsNB5bxl6rw
Pontos de Entidades,Esquerda,N/A,Armas do Ouro de Oxum,Congo,https://www.youtube.com/watch?v=tr6Fs5loibM
Pontos de Entidades,Esquerda,N/A,Ogum me disse que dançar nago é bom,Congo,https://www.youtube.com/watch?v=qxqwuuIUw9c
Pontos de Entidades,Esquerda,N/A,A Umbanda Clareoou,Samba,https://www.youtube.com/watch?v=FRwk8vpRH9g
Pontos de Entidades,Esquerda,N/A,Estava na beira da praia,Samba,https://www.youtube.com/watch?v=mACNo-Da3qA
Pontos de Entidades,Esquerda,N/A,Filho de Ogum,Samba,https://www.youtube.com/watch?v=DH19RjHGuiY
Pontos de Entidades,Esquerda,N/A,Subida de Ogum,Ijexá,https://www.youtube.com/watch?v=RM8-M_vOZRA
Pontos de Entidades,Esquerda,N/A,Oxum - Orixa Regente,Tipos de Toque,Links
Pontos de Entidades,Esquerda,N/A,Um Balaio de Amor,Ijexá/ Congo,https://www.youtube.com/watch?v=XOLwoqFVpU0
Pontos de Entidades,Esquerda,N/A,Canta Oxum,Samba/ Ijexá,https://www.youtube.com/watch?v=7X4V3fg4-Ns
Pontos de Entidades,Esquerda,N/A,Aguas de Oxum,Ijexá,https://www.youtube.com/watch?v=W7S8x02nvXM
Pontos de Entidades,Esquerda,N/A,Mamãe Oxum estava sentada na pedreira,Ijexá,https://www.youtube.com/watch?v=sYRX_aNBte0
Pontos de Entidades,Esquerda,N/A,Eu vi Mamãe Oxum na caxoeira,Ijexá,https://www.youtube.com/watch?v=1VtgdeaAVNk
Pontos de Entidades,Esquerda,N/A,Mamãe Oxum salve a sua cachoeira,Ijexá,https://www.youtube.com/watch?v=7f1L4N1ez0Q
Pontos de Entidades,Esquerda,N/A,Foi na beira do rio,Ijexá,https://www.youtube.com/watch?v=JN8KgP4bsXU
Pontos de Entidades,Esquerda,N/A,Oxúm Emoriô,Ijexá/ Samba,https://www.youtube.com/watch?v=yy1nY9fAm7g
Pontos de Entidades,Esquerda,N/A,A cachoeira da Mamãe Oxum,Ijexá,https://www.youtube.com/watch?v=no7bjvYSmAI
Pontos de Entidades,Esquerda,N/A,Esquerda,Tipos de Toque,Links
Pontos de Entidades,Esquerda,N/A,"Ela é Feiticeira, Ela é poderosa ela tem Axé",Samba,https://www.youtube.com/watch?v=5KgpyT5ccy8
Pontos de Entidades,Esquerda,N/A,Pombogira não pode faltar,Congo,https://www.youtube.com/watch?v=41e-Bbr6QbE
Pontos de Entidades,Esquerda,N/A,Que Linda Risada,Samba,https://www.youtube.com/watch?v=YGSMGe7VR88&t=102s
Pontos de Entidades,Esquerda,N/A,Sacode o pó,Samba,https://www.youtube.com/watch?v=WUXP2KZ4pSw
Pontos de Entidades,Esquerda,N/A,Morada de Rosa Caveira,Barra Vento,https://www.youtube.com/watch?v=UmV1mYSLE4w
Pontos de Entidades,Esquerda,N/A,Fui na Calunga não pude entrar,Barra Vento,https://www.youtube.com/watch?v=noV0BdlNE7k&list=RDnoV0BdlNE7k&start_radio=1
Pontos de Entidades,Esquerda,N/A,Nasceu uma Rosa,Barra Vento,https://www.youtube.com/watch?v=HwZjhOxbvyc
Pontos de Entidades,Esquerda,N/A,Do luxo ao lixo,Barra Vento,https://www.youtube.com/watch?si=Ultm9b0Rl1ox_XST&v=QZmn8J23QEA&feature=youtu.be
Pontos de Entidades,Esquerda,N/A,"Madrugada ê, madrugada â",Barra Vento,https://www.youtube.com/watch?v=RKgvZ_85SEM
Pontos de Entidades,Esquerda,N/A,"Maria Mulambo, esse agrado é pra você",Congo,https://www.youtube.com/watch?v=Btx6oT1fx4I
Pontos de Entidades,Esquerda,N/A,Que Mulher é aquela?,Congo,https://www.tiktok.com/@madu.d_umbanda/video/7227249761542343941?_r=1&_t=8d6iPixU3lN
Pontos de Entidades,Esquerda,N/A,Mas que caminho tão escuro,Congo,https://www.tiktok.com/@pontodeexu/video/7295768096814402822?q=mas%20que%20caminho%20tao%20escuro%20mulambo&t=1702313810510
Pontos de Entidades,Esquerda,N/A,Cova 66,Barra Vento,https://www.youtube.com/watch?v=A1ZOgSA7lMA
Pontos de Entidades,Esquerda,N/A,Foi condenada pela lei da inquisição,Samba,https://www.youtube.com/watch?v=PDCkd4QSYuM
Pontos de Entidades,Esquerda,N/A,A Catatumba,Samba,https://www.youtube.com/watch?v=x8ulskjl1Ck
Pontos de Entidades,Esquerda,N/A,7 Saias ta chegando,Samba,https://www.youtube.com/watch?v=kqYsVYrGn0U
Pontos de Entidades,Esquerda,N/A,Caixão de Veludo,Samba,https://www.youtube.com/watch?v=vRizPsj0_ec
Pontos de Entidades,Esquerda,N/A,No terreiro chegou,Barra Vento,https://www.youtube.com/watch?v=-b46D4bbi-c
Pontos de Entidades,Esquerda,N/A,Tremeu Tremeu,Congo,https://www.youtube.com/watch?v=LByDfIiTCeI
Pontos de Entidades,Esquerda,N/A,Sentinela do Amor,Barra Vento,https://www.youtube.com/watch?v=T68I9wwxcSM
Pontos de Entidades,Esquerda,N/A,Ela é Mojubá,Samba,https://www.youtube.com/watch?v=v_6pz8PjTVg
Pontos de Entidades,Esquerda,N/A,Seu caldeirão tem feitiçaria,Congo,
Pontos de Entidades,Esquerda,N/A,Bem que eu lhe avisei pra você não jogar comigo,Samba,https://www.youtube.com/watch?v=BEFN05MAJkk
Pontos de Entidades,Esquerda,N/A,Pombogira Cigana de Fé,Samba,https://www.youtube.com/watch?v=qpP6JPUbPBM
Pontos de Entidades,Esquerda,N/A,Joguei no Rei e parei no As,Samba,https://www.youtube.com/shorts/jFWavI51F4o
Pontos de Entidades,Esquerda,N/A,Olha que menina Linda,Ijexá,https://www.youtube.com/watch?v=7KQJnE7aee0
Pontos de Entidades,Esquerda,N/A,Ela pisa devagar,Samba,https://www.youtube.com/watch?v=MdAdJTT7BbE
Pontos de Entidades,Esquerda,N/A,"Chorei, Chorei",Samba,https://www.youtube.com/watch?v=0gU5AMgFNnA
Pontos de Entidades,Esquerda,N/A,"Pombogira Menina, Linda como uma Flor",Samba,https://www.youtube.com/watch?v=fneK30CyxLI
Pontos de Entidades,Esquerda,N/A,Ele vem vindo,Barra Vento,https://www.youtube.com/watch?v=ZlKJuqbjd3U
Pontos de Entidades,Esquerda,N/A,Soltaram o Bodê Preto,Samba,https://www.youtube.com/watch?v=IPgZ713V9CI
Pontos de Entidades,Esquerda,N/A,Tata Caveira me chamou na Calunga,Samba,https://www.youtube.com/watch?v=NVUGedxR3jY
Pontos de Entidades,Esquerda,N/A,O sino deu 12 badalada,Congo,https://www.youtube.com/watch?v=L9-hnyAX7NU
Pontos de Entidades,Esquerda,N/A,00:00 em ponto,Congo,https://www.youtube.com/watch?v=P1s_kVbekG0
Pontos de Entidades,Esquerda,N/A,"Se hoje eu tenho caminhos, agradeço a você",Samba,https://www.youtube.com/watch?v=3ezWLPv9NCU
Pontos de Entidades,Esquerda,N/A,Encontrei um Homem Estranho,Samba,https://www.youtube.com/watch?v=eFhFANmozeA
Pontos de Entidades,Esquerda,N/A,História que aconteceu comigo,Congo,https://www.youtube.com/watch?v=7DgCLUc-f2Q
Pontos de Entidades,Esquerda,N/A,Quem ilumina a noite,Congo,https://www.tiktok.com/@curimbajovem/video/7295044900607839494?q=exu%207%20luas%20pontos&t=1702310558911
Pontos de Entidades,Esquerda,N/A,Foi sob a Lua,Samba,https://www.youtube.com/watch?v=CDudbYKam1s
Pontos de Entidades,Esquerda,N/A,Sem Sete Luas não sou nada,Samba,https://www.youtube.com/watch?v=PZu_UsLCTaE
Pontos de Entidades,Esquerda,N/A,Quem fez essa cova,Samba,https://www.youtube.com/shorts/r2fglRJwlPU
Pontos de Entidades,Esquerda,N/A,La na Calunga avistei um homem,Congo,https://www.youtube.com/watch?v=mi3-CRIl_0U
Pontos de Entidades,Esquerda,N/A,No corredor do Cemitério,Congo,https://www.youtube.com/watch?v=20rLj7hcjDU
Pontos de Entidades,Esquerda,N/A,Sua Cova é Funda,Barra Vento,https://www.youtube.com/watch?v=0eIBUPuogHw
Pontos de Entidades,Esquerda,N/A,Quando eu passei naquela estrada,Samba,https://www.youtube.com/watch?v=qLzn6zViOm4
Pontos de Entidades,Esquerda,N/A,"A lua brilhou, anoiteceu",Congo,https://www.youtube.com/shorts/cRWzdhqejHg
Pontos de Entidades,Esquerda,N/A,Pisa Certo Yaô,Congo,https://www.youtube.com/watch?v=1U1csh97TF8
Pontos de Entidades,Esquerda,N/A,Ventou no Canavial,Congo,https://www.youtube.com/watch?v=e_blFzt6Hwk
Pontos de Entidades,Esquerda,N/A,Luar Luar (ESTÁ EM UMA PARTE DO VIDEO),Samba,https://www.youtube.com/watch?v=fMutL_1MDL0
Pontos de Entidades,Esquerda,N/A,Eu vi um homem no meio da rua,Congo,https://www.tiktok.com/@isaquesemog/video/7308059059515706629?q=eu%20vi%20um%20homem%20no%20meio%20da%20Rua%20chamei%20baixinho&t=1702313676743
Pontos de Entidades,Esquerda,N/A,"No Cemitério, lado esquerdo de uma Tumba",Barra Vento,https://www.youtube.com/watch?v=isFsvM1joqk
Pontos de Entidades,Esquerda,N/A,Deu um clarão na Encruzilhada,Samba,https://www.youtube.com/watch?v=efJHImXVjoI
Pontos de Entidades,Esquerda,N/A,Ô Luar Ô Luar,Samba,https://www.youtube.com/watch?v=zpag2v8ZjP4
Pontos de Entidades,Esquerda,N/A,Deu Meia Noite na terra e no Mar,Congo,https://www.youtube.com/watch?v=b4IjfSQ_q9M
Pontos de Entidades,Esquerda,N/A,Se tem tronco no caminho,Samba,https://www.youtube.com/watch?v=p0mivxFafxE
Pontos de Entidades,Esquerda,N/A,Eu passei na casa do moço,Samba,https://www.youtube.com/watch?v=5DCTuI_-dWU
Pontos de Entidades,Esquerda,N/A,Tambor bateu a meia noite,Congo,https://www.tiktok.com/@_umbandomble/video/7177106343805865222?q=Capa%20Preta%20Ponto&t=1694224777423
Pontos de Entidades,Esquerda,N/A,Cinturação de Ferro,Congo,https://www.tiktok.com/@ogansdeode/video/7263207210568715525
Pontos de Entidades,Esquerda,N/A,Xangô quem batizou,Congo,https://www.tiktok.com/@aprendizdeoga/video/7312512298222947589
Pontos de Entidades,Esquerda,N/A,Qua qua qua qua,Congo,https://www.youtube.com/watch?v=faP5T2yDrok
Pontos de Entidades,Esquerda,N/A,Escorreguei na lama,Congo,https://www.youtube.com/watch?v=C0DOTojKdZo&list=PLjH2d5Kagkv2wvvn7klb25uzCeWIqq6mT&index=2
Pontos de Entidades,Esquerda,N/A,Leva pro Lodo minha dor,Congo,https://www.youtube.com/watch?v=N-LfTdNsge4&list=PLjH2d5Kagkv2wvvn7klb25uzCeWIqq6mT&index=3
Pontos de Entidades,Esquerda,N/A,"Pedra de Sal, pedra de Sal é Salgueiro",Barra Vento,https://www.youtube.com/shorts/Rtesc7g4dNU
Pontos de Entidades,Esquerda,N/A,"Ele pulou brasa, ele pulou a porteira",Barra Vento,https://www.youtube.com/watch?v=Jr5UztkVLms
Pontos de Entidades,Esquerda,N/A,Vi um menino sentado na encruza,Congo,https://www.youtube.com/watch?v=Dsb0e5OHPcg
Pontos de Entidades,Esquerda,N/A,Eu vi moço bonito/ Mirim Porteira,Samba,https://www.youtube.com/watch?v=NEsm4m9EbhY
Pontos de Entidades,Esquerda,N/A,Não mexe comigo não,Ijexá,https://www.youtube.com/watch?v=xzwzrvKkk88
Pontos de Entidades,Esquerda,N/A,Eu vou dar o seu nome pra Exu Mirim,Barra Vento,https://www.youtube.com/watch?v=ps-dVbaZezg
Pontos de Entidades,Esquerda,N/A,Eu sou pequenininho,Samba,https://www.youtube.com/watch?v=eS9p9vUG4Cg
Pontos de Entidades,Esquerda,N/A,Casa de Lei,Ijexá,
Pontos de Entidades,Esquerda,N/A,Louvar o Povo da Terra de Ganga,Congo,https://www.tiktok.com/@vitorinhadeoxum/video/7374077692028783877?lang=pt-BR
Pontos de Entidades,Esquerda,N/A,"Povo da Terra de Ganga/ Boa Noite, Emojubá",Congo,
Pontos de Entidades,Esquerda,N/A,A Sua Casa Não Tem Parede / Deu Meia Noite / Lá na Encruza,Congo,https://www.youtube.com/watch?v=0pk1d2CkGVM&list=RD0pk1d2CkGVM&start_radio=1
Pontos de Entidades,Esquerda,N/A,É uma casa de Pombo/ Bafafá na Encruzilhada,Congo,https://www.youtube.com/watch?v=7pR_7VYhfwM
Pontos de Entidades,Esquerda,N/A,Velório na esquerda,Congo,https://www.youtube.com/watch?v=_tQt0Y4mpGU
Pontos de Entidades,Esquerda,N/A,Calunga ê Calunga â,Barra Vento,https://www.tiktok.com/@cantos_encantos/video/7310376109114199302?q=esse%20exu%20%C3%A9%20marabo&t=1702313908799
Pontos de Entidades,Esquerda,N/A,Na casa de Exu tem Macumba todo dia,Congo,https://www.tiktok.com/@pontos.de_axe/video/7281396531352145158?q=na%20casa%20de%20exu%20tem%20macumba%20todo%20dia&t=1702314162965
Pontos de Entidades,Esquerda,N/A,Saudação a Tranca Ruas e Rainha Pombagira,Congo,https://www.youtube.com/watch?v=7lx0RLijCG8
Pontos de Entidades,Esquerda,N/A,Quem viu o Sol se esconder,Samba,https://www.youtube.com/watch?v=cuK1yU-dIwM
Pontos de Entidades,Esquerda,N/A,Sequência - Canto com alterações,Barra Vento,https://www.youtube.com/watch?v=S4-kb-UA_KA
Pontos de Entidades,Esquerda,N/A,"Galo canta, cobra pia",Barra Vento,https://www.youtube.com/watch?v=4raQV73iHxo
Pontos de Entidades,Esquerda,N/A,Na Calada da Noite/ A Demanda vai virar poeira,Congo,https://www.youtube.com/watch?v=ERZPOrJGxgg
Pontos de Entidades,Esquerda,N/A,Festa das Marias,Samba,https://www.youtube.com/watch?v=dgeDdpE43S0
Pontos de Entidades,Esquerda,N/A,Mulheres de Ganga,Congo,https://www.youtube.com/watch?v=eNmGxrnASUE
Pontos de Entidades,Esquerda,N/A,O sino da Igreja batia,Congo,https://www.tiktok.com/@jlpontos17/video/7319494157880282374?q=o%20sino%20da%20igreja%20batia%20difunto%20gemia&t=1706661721466
Pontos de Entidades,Esquerda,N/A,7 Saias chegou,Samba,https://www.tiktok.com/@aprendizdeoga/video/7276561028027075845
Pontos de Entidades,Boiadeiro,N/A,Ogum - Orixa Regente,Tipos de Toque,Links
Pontos de Entidades,Boiadeiro,N/A,Pedimos licença a Zambi,SAMBA,https://www.youtube.com/watch?v=bA2X-co8W7o
Pontos de Entidades,Boiadeiro,N/A,Estava na beira da praia,SAMBA,https://www.youtube.com/watch?v=mACNo-Da3qA
Pontos de Entidades,Boiadeiro,N/A,Deus da Guerra,CONGO,https://www.youtube.com/watch?v=llLgpWo9wDo
Pontos de Entidades,Boiadeiro,N/A,General da Umbanda,CONGO,https://www.youtube.com/watch?v=2NDSs058_cY
Pontos de Entidades,Boiadeiro,N/A,Ogum Xoroke,CONGO,https://www.youtube.com/watch?v=gkwRb9SX6P0
Pontos de Entidades,Boiadeiro,N/A,Quando Ogum partiu pra Guerra,CONGO,https://www.youtube.com/watch?v=xsNB5bxl6rw
Pontos de Entidades,Boiadeiro,N/A,Armas do Ouro de Oxum,CONGO,https://www.youtube.com/watch?v=tr6Fs5loibM
Pontos de Entidades,Boiadeiro,N/A,Ogum me disse que dançar nago é bom,CONGO,https://www.youtube.com/watch?v=qxqwuuIUw9c
Pontos de Entidades,Boiadeiro,N/A,Abra a minha estrada,CONGO,https://www.youtube.com/watch?v=1WFD0jkwDv4
Pontos de Entidades,Boiadeiro,N/A,Selei seu Cavalo,CONGO,https://www.youtube.com/watch?v=dfF6efZlnZY
Pontos de Entidades,Boiadeiro,N/A,Oya - Orixa Regente,Tipos de Toque,Links
Pontos de Entidades,Boiadeiro,N/A,Tempo,IJEXÁ/ NAGÔ,https://www.youtube.com/watch?v=Z_LzWqAWyHo
Pontos de Entidades,Boiadeiro,N/A,Oya Mulher Forte,IJEXÁ,https://www.youtube.com/watch?v=bTDMXNJDUQM&list=PLZj8WEKYUUoyTnnb9MGOuTnjiTSwMN_4T&index=12
Pontos de Entidades,Boiadeiro,N/A,Vem na força da Fé,NAGÔ,https://www.youtube.com/watch?v=HrzgKJBsrzU&list=PLZj8WEKYUUoyTnnb9MGOuTnjiTSwMN_4T&index=11
Pontos de Entidades,Boiadeiro,N/A,Oia do Tempo Logunan vem Saravar,CONGO,https://www.youtube.com/watch?v=uzGa5x3zogc&list=PLZj8WEKYUUoyTnnb9MGOuTnjiTSwMN_4T&index=6
Pontos de Entidades,Boiadeiro,N/A,Gira no Tempo,BARRA VENTO,https://www.youtube.com/watch?v=y2jndimE8yw&list=PLZj8WEKYUUoyTnnb9MGOuTnjiTSwMN_4T&index=2
Pontos de Entidades,Boiadeiro,N/A,Gira seu Tempo,BARRA VENTO,https://www.youtube.com/watch?v=s0g-Spj18bQ&list=PLZj8WEKYUUoyTnnb9MGOuTnjiTSwMN_4T&index=13
Pontos de Entidades,Boiadeiro,N/A,Iansã - Orixa Regente,Tipos de Toque,Links
Pontos de Entidades,Boiadeiro,N/A,Dona dos Ventos,Samba,https://www.youtube.com/watch?v=VpxWrWs8oBY
Pontos de Entidades,Boiadeiro,N/A,Me protegi no Bambuzal de Iansã,Samba,https://www.youtube.com/watch?v=IYOCxbFxBWw
Pontos de Entidades,Boiadeiro,N/A,Eu vi Iansa Menina,Samba,https://www.youtube.com/shorts/IOlYfNo7eP8
Pontos de Entidades,Boiadeiro,N/A,O Iansa Menina,Congo,https://www.youtube.com/watch?v=ymRHUMnAfzg
Pontos de Entidades,Boiadeiro,N/A,A Guerreira vai Reinar,Congo,https://www.youtube.com/watch?v=LeeLdl3eK0w
Pontos de Entidades,Boiadeiro,N/A,Ela é Oya,Congo,https://www.youtube.com/watch?v=VUVIDNZKCe0
Pontos de Entidades,Boiadeiro,N/A,Quando Oya me chamou,Barra Vento,https://www.youtube.com/watch?v=IgQvlYXS4gQ
Pontos de Entidades,Boiadeiro,N/A,Meu pai que barulho é esse,Barra Vento,https://www.youtube.com/watch?v=JjOJm7pbPxk
Pontos de Entidades,Boiadeiro,N/A,Olha Eu,Barra Vento,https://www.youtube.com/watch?v=VHmQPaxolX0
Pontos de Entidades,Boiadeiro,N/A,É la de cima que eles vem chegando,Congo,https://open.spotify.com/intl-pt/track/3DzxcbqqMxs5myoXUrgnSs
Pontos de Entidades,Boiadeiro,N/A,Boiadeiro vai Laçar,BARRA VENTO,https://www.youtube.com/watch?v=-G_4RCnHYUk
Pontos de Entidades,Boiadeiro,N/A,SEQ. A cancela/ A minha boiada/ Quem vem lá,SAMBA,
Pontos de Entidades,Boiadeiro,N/A,Chapéu de Couro,SAMBA,https://www.youtube.com/watch?v=bcT1lTyEbnA
Pontos de Entidades,Boiadeiro,N/A,Chegada de Boiadeiro,SAMBA,https://www.youtube.com/watch?v=S4RFWBOPJRQ
Pontos de Entidades,Boiadeiro,N/A,Oração de Boiadeiro,CONGO,https://www.youtube.com/watch?v=N4UfDfShpT0
Pontos de Entidades,Boiadeiro,N/A,"Eu andei andei, por esse mundo de Deus",BARRA VENTO,https://www.youtube.com/shorts/tI3xeJuNyk4
Pontos de Entidades,Boiadeiro,N/A,"Meu Boi bebeu, lá no bebedouro",BARRA VENTO,https://www.youtube.com/shorts/0IbUyDo609w
Pontos de Entidades,Boiadeiro,N/A,Firmei meu Ponto na Porteira do Curral,IJEXÁ,https://www.youtube.com/watch?v=rdckcyKBD0w
Pontos de Entidades,Boiadeiro,N/A,De lá vem vindo,CONGO,https://www.youtube.com/watch?v=3AQhBQ5X8GM
Pontos de Entidades,Boiadeiro,N/A,Oração de Boiadeiro,CONGO,https://www.youtube.com/watch?v=N4UfDfShpT0
Pontos de Entidades,Boiadeiro,N/A,Chamada de Boiadeiro,NAGÔ,https://open.spotify.com/intl-pt/track/36QtStr0lXnd9NfKdgAHm9
Pontos de Entidades,Boiadeiro,N/A,Arrasta essa sandalia ae,SAMBA,https://www.youtube.com/watch?v=6I_1IJdRBeA&list=OLAK5uy_kTIrrZr3WPYzabrQoS58pavzI_qdGPGcA&index=4
Pontos de Entidades,Boiadeiro,N/A,Boia Janeiro,IJEXÁ,https://www.youtube.com/watch?v=U_fWCkyDDNs
Pontos de Entidades,Boiadeiro,N/A,Xetrue Xetruá,IJEXÁ,https://www.youtube.com/watch?v=zDNeLLEVQM4
Pontos de Entidades,Boiadeiro,N/A,Zé do Laço,SAMBA,https://www.youtube.com/watch?v=qz4cBHU_avI
Pontos de Entidades,Boiadeiro,N/A,Eu só vim aqui porque fui chamado,NAGÔ,https://www.youtube.com/watch?v=NML7zZcs5BM
Pontos de Entidades,Boiadeiro,N/A,Aparei minha roseira,BARRA VENTO,https://www.youtube.com/watch?v=CShr9wZQAzk
Pontos de Entidades,Boiadeiro,N/A,Eu tenho meu chápeu de couro,BARRA VENTO,https://www.youtube.com/watch?v=joFmcR9BNFY
Pontos de Entidades,Boiadeiro,N/A,Boiadeiro Solta Moita,BARRA VENTO,https://open.spotify.com/intl-pt/track/6nJT1I9maOblFri15TUOoq
Pontos de Entidades,Boiadeiro,N/A,Chapeu de Couro/ Ponta de Laço,BARRA VENTO,https://www.youtube.com/watch?v=gIxDSnNJOp0
Pontos de Entidades,Boiadeiro,N/A,Meu sertão é alto,BARRA VENTO,https://www.youtube.com/watch?v=5rZGT3u6iGA
Pontos de Entidades,Boiadeiro,N/A,Foi nesse passo que eu sai da minha aldeia,IJEXÁ,https://www.youtube.com/watch?v=6L4YDOg8Z_4
Pontos de Entidades,Boiadeiro,N/A,Eu vou mostrar meu Laço,IJEXÁ,https://www.youtube.com/watch?v=N_-6PSHbLPc
Pontos de Entidades,Boiadeiro,N/A,Cadê minha corda de laçar meu boi,CONGO,https://www.youtube.com/watch?v=M_M-DmAJwoU
Pontos de Entidades,Boiadeiro,N/A,Pega o berrante e chama sua boiada,SAMBA,https://www.youtube.com/watch?v=KNJcP7jFD0g&t=23s
Pontos de Entidades,Boiadeiro,N/A,Ascendi uma vela,SAMBA,https://www.youtube.com/shorts/tkgPfAeB3oU
Pontos de Entidades,Boiadeiro,N/A,Boa noite meu senhores,CONGO,https://www.youtube.com/watch?v=iCcs9shlx08
Pontos de Entidades,Boiadeiro,N/A,Boiadeiro meu amigo leal,NAGÔ,https://www.youtube.com/watch?v=99h1kmRvYzM
Pontos de Entidades,Boiadeiro,N/A,Pedrinha miudinha,CONGO,https://www.youtube.com/watch?v=TFqmhkRLPrQ
Pontos de Entidades,Boiadeiro,N/A,"Com seu Chapéu de Coro, com seu Laço na mão",CONGO,https://www.youtube.com/watch?v=hdqgaEhIWhQ
Pontos de Entidades,Boiadeiro,N/A,Ele veio pelo rio de conta,BARRA VENTO,https://www.youtube.com/watch?v=d8OSbqPZtKw
Pontos de Entidades,Boiadeiro,N/A,Seu Boiadeiro que horas você chegou,SAMBA,https://www.youtube.com/watch?v=lNaBGt9_n00&list=OLAK5uy_kTIrrZr3WPYzabrQoS58pavzI_qdGPGcA&index=10
Pontos de Entidades,Boiadeiro,N/A,Seu laço é de couro,CONGO,https://www.youtube.com/watch?v=tu8jr-as5EE&list=OLAK5uy_kTIrrZr3WPYzabrQoS58pavzI_qdGPGcA&index=1
Pontos de Entidades,Boiadeiro,N/A,Firmeza de Boiadeiro,IJEXÁ,https://www.youtube.com/watch?v=wto1__Yhm04&list=OLAK5uy_kTIrrZr3WPYzabrQoS58pavzI_qdGPGcA&index=2
Pontos de Entidades,Boiadeiro,N/A,"Getruê, Getrua Boiadeiro",IJEXÁ,https://open.spotify.com/intl-pt/track/3vLRoGAdKixkhLO835AuZk
Pontos de Entidades,Boiadeiro,N/A,Boiadeiro Mensageiro da Jurema,CONGO,https://open.spotify.com/intl-pt/track/4u97pEnaM0nztMR2zpVx80
Pontos de Entidades,Boiadeiro,N/A,Quero meu Boi,NAGÔ,https://www.youtube.com/watch?v=GtM5QjGnN9Y&list=OLAK5uy_kTIrrZr3WPYzabrQoS58pavzI_qdGPGcA&index=6
