Categoria_Principal,Linha_Trabalho,Sub_Categoria,Nome_Ponto,Tipo_Toque,Link_Youtube
Pontos de Entidades,Malandros,N/A,Tem pena de nós tem dó,Nagô,https://www.youtube.com/watch?v=Ljvv7xAou64
Pontos de Entidades,Malandros,N/A,Cante pra valer,Nagô,https://www.youtube.com/watch?v=ibH5JZXeIHY
Pontos de Entidades,Malandros,N/A,Ele é o Rei dos Orixas,Congo,https://www.youtube.com/watch?v=UUsbF8bC58U
Pontos de Entidades,Malandros,N/A,A inveja é,Samba,https://www.youtube.com/watch?v=PDETInTxqh4
Pontos de Entidades,Malandros,N/A,A malandragem fala por si,Samba,https://www.youtube.com/watch?v=wK_IAOU33O0
Pontos de Entidades,Malandros,N/A,Apostou no carteado,Samba,https://www.youtube.com/watch?v=U-yYeKqleVU
Pontos de Entidades,Malandros,N/A,As estrelas lhe guiam Moça,Samba,https://www.youtube.com/watch?v=lHkLCwQA7_U
Pontos de Entidades,Malandros,N/A,Bala trocada não doi,SAMBA,https://www.youtube.com/watch?v=z_as_Vir_Gk
Pontos de Entidades,Malandros,N/A,"Beba beba beba, na porta de um botequim",Samba,https://www.youtube.com/watch?v=l44BwdD1Wkw
Pontos de Entidades,Malandros,N/A,Bem que eu disse a vocês,Samba,https://www.youtube.com/watch?v=w3kVuWoqsqY
Pontos de Entidades,Malandros,N/A,Boa noite pra quem é de boa noite,IJEXÁ,https://www.youtube.com/watch?v=xZaWr5Oorik
Pontos de Entidades,Malandros,N/A,Boemio da Madrugada,Samba,https://www.youtube.com/watch?v=YDsUiiBT0os
Pontos de Entidades,Malandros,N/A,Com meu Baralho desafio qualquer um,Samba,https://www.youtube.com/watch?v=YtpWg4mcQhQ
Pontos de Entidades,Malandros,N/A,Cuidado Seu Zé/ Malandrinha do Cais,SAMBA,https://www.youtube.com/watch?v=RNSnBJpaOn0
Pontos de Entidades,Malandros,N/A,Dizem que ele matou,Congo,https://www.youtube.com/watch?v=Fd5zuBNZqeg
Pontos de Entidades,Malandros,N/A,É que eu nasci na rua,SAMBA,https://www.youtube.com/watch?v=mb-4DmPlNEQ
Pontos de Entidades,Malandros,N/A,Ela traz uma Navalha,Samba,https://www.youtube.com/watch?v=tRcYfYcXVNM
Pontos de Entidades,Malandros,N/A,Ele brinca mas não é de brincadeira,Samba,https://www.youtube.com/watch?v=0situLjzeN4
Pontos de Entidades,Malandros,N/A,Ele levou 7 facadas,Samba,https://www.youtube.com/watch?v=8BsHotq4K-M
Pontos de Entidades,Malandros,N/A,Encontrei Zé Pilintra na Estrada,SAMBA,https://www.youtube.com/watch?v=aoK4LyFgL44
Pontos de Entidades,Malandros,N/A,Estava sentado no muro,SAMBA,https://www.youtube.com/watch?v=Z-Jsq9r6BSE
Pontos de Entidades,Malandros,N/A,Eu andava triste,Samba,https://www.youtube.com/watch?v=_Ty-DgFumiI
Pontos de Entidades,Malandros,N/A,Eu ando triste o Zé,SAMBA,https://www.youtube.com/watch?v=jqoLv8hUajk
Pontos de Entidades,Malandros,N/A,Eu falei pra não mexer,Samba,https://www.youtube.com/watch?v=tXLMibJ5gko
Pontos de Entidades,Malandros,N/A,Eu nasci num barracão,Samba,https://www.youtube.com/watch?v=O01ZSRM31Qc
Pontos de Entidades,Malandros,N/A,"Fecha a porteira, cancelas e trunqueiras",Samba,https://www.youtube.com/watch?v=xOD_OiZpbqc
Pontos de Entidades,Malandros,N/A,Foi uma tragédia,Samba,https://www.youtube.com/watch?v=jwyokzmuc0w
Pontos de Entidades,Malandros,N/A,Homem Valente,Samba,https://www.youtube.com/watch?v=xHUCbnx9_9k
Pontos de Entidades,Malandros,N/A,Jurema Preta do Seu Zé,SAMBA,https://open.spotify.com/intl-pt/track/6hxwAkq2vv0dDSfJLjQZm8
Pontos de Entidades,Malandros,N/A,Malandra do Cabaré,Samba,https://www.youtube.com/watch?v=_xs4I4_3JAI
Pontos de Entidades,Malandros,N/A,Malandro Casa Preta,CONGO,https://www.youtube.com/watch?v=qV6RcreeR84
Pontos de Entidades,Malandros,N/A,Malandro da Gamboa,SAMBA,https://www.youtube.com/watch?v=HRvBN3FX3LI
Pontos de Entidades,Malandros,N/A,Malandro do Alto,SAMBA,https://www.youtube.com/watch?v=xqeT4P4J9L8
Pontos de Entidades,Malandros,N/A,Malandro se na minha cara der,Samba,https://www.youtube.com/watch?v=ACWeZPRUP9E
Pontos de Entidades,Malandros,N/A,Meu amigo,SAMBA,https://www.youtube.com/watch?v=20GprZ7Y9i4
Pontos de Entidades,Malandros,N/A,Misericórdia de Malandro,SAMBA,https://www.youtube.com/watch?v=MFX1711MQME
Pontos de Entidades,Malandros,N/A,Muito prazer sou Maria Navalha,SAMBA,https://www.youtube.com/watch?v=GQ-Ka9Rk5As
Pontos de Entidades,Malandros,N/A,"Mulher mulher, não tenha medo do seu marido",Samba,https://www.youtube.com/watch?v=8XxT88qTc9U
Pontos de Entidades,Malandros,N/A,Mulher pra quem tem Fé,Samba,https://www.youtube.com/watch?v=hfQPLIlEZjc
Pontos de Entidades,Malandros,N/A,Na baixa do sapateiro,Barra Vento,https://www.youtube.com/watch?v=zygZToKeM9Y
Pontos de Entidades,Malandros,N/A,Não mexa com ela,SAMBA,https://www.youtube.com/watch?v=tw_120RPWr8
Pontos de Entidades,Malandros,N/A,"Não precisa chorar, não precisa sofrer",Samba,https://www.youtube.com/watch?v=z8s5stnrxi8
Pontos de Entidades,Malandros,N/A,O Bom Malandro,SAMBA,https://open.spotify.com/intl-pt/track/0Pmgb5PKYbkhkT6Qnj6eq9
Pontos de Entidades,Malandros,N/A,O morro de Santa Tereza está de luto,Samba,https://www.youtube.com/watch?v=8uwPP_6gBjs
Pontos de Entidades,Malandros,N/A,Olha lá quem vem chegando,Samba,
Pontos de Entidades,Malandros,N/A,Plantei uma semente,Samba,https://www.youtube.com/watch?v=1yRBixOW8K8
Pontos de Entidades,Malandros,N/A,Pode me chamar de covarde,CONGO,https://www.youtube.com/watch?v=zdy_i_XkaDU
Pontos de Entidades,Malandros,N/A,Quando eu subo o morro,CONGO,https://www.youtube.com/watch?v=WAeMpA-Jr7E
Pontos de Entidades,Malandros,N/A,Quando vem de alagoas,Samba,https://www.youtube.com/watch?v=12pMSYN05dg
Pontos de Entidades,Malandros,N/A,Quando vem de Aruanda,Samba,https://www.youtube.com/watch?v=NzsrRW13OGU
Pontos de Entidades,Malandros,N/A,Respeita a Malandra da Lapa,Samba,https://www.youtube.com/watch?v=qOTYTYJpkNA&list=PLlXxhH_lf7bVvsz8pF4kArlp_xeMHPMpY&index=5
Pontos de Entidades,Malandros,N/A,Roda de Malandragem,SAMBA,https://www.youtube.com/watch?v=ayM2fLNfs6s
Pontos de Entidades,Malandros,N/A,Roda de Malandro,CONGO,https://www.youtube.com/watch?v=Dut86s8eJLM
Pontos de Entidades,Malandros,N/A,Rosa Malandra,Samba,https://www.youtube.com/watch?v=5LxWZJjxFys
Pontos de Entidades,Malandros,N/A,"Saia do meio arreda ai, vai la pro canto",Samba,https://www.youtube.com/watch?v=y_9Jl7sb-6I
Pontos de Entidades,Malandros,N/A,Samba no fio da Navalha,SAMBA,https://www.youtube.com/watch?v=ZuseT7Gwf_c
Pontos de Entidades,Malandros,N/A,Se a radio patrulha chegasse aqui agora,SAMBA,https://www.youtube.com/watch?v=XogK4ZkqnJU
Pontos de Entidades,Malandros,N/A,Ser Dr. não maltrate esse Negro,Samba,https://www.youtube.com/watch?v=Teacj8QQbz8
Pontos de Entidades,Malandros,N/A,Seu Dr. Seu Dr.,Samba,https://www.youtube.com/watch?v=tyKhAkRga2g
Pontos de Entidades,Malandros,N/A,Seu Dr. Seu Dr.,SAMBA,https://www.youtube.com/watch?v=tyKhAkRga2g
Pontos de Entidades,Malandros,N/A,"Seu Zé Pilintra não teve mãe, não teve pai",Samba,https://www.youtube.com/watch?v=Ri_kSDjUiqE
Pontos de Entidades,Malandros,N/A,Seu Zé Pilintra quando vem,Nagô,https://www.youtube.com/watch?v=2iQSOFfIBlE
Pontos de Entidades,Malandros,N/A,Sou Zé Pilintra,IJEXÁ,https://www.youtube.com/watch?v=ybqb0TBlJ8c
Pontos de Entidades,Malandros,N/A,Toma que o filho é teu,SAMBA,https://www.youtube.com/watch?v=TeKaNKyaWEY
Pontos de Entidades,Malandros,N/A,Trabalhar pra que?,SAMBA,https://www.youtube.com/watch?v=NYhRFxJmoVA
Pontos de Entidades,Malandros,N/A,Trabalho de Zé Pilintra,SAMBA,https://www.youtube.com/watch?v=A0EYThCG22Y
Pontos de Entidades,Malandros,N/A,Valei me Senhora Aparecida,Samba,https://www.youtube.com/watch?v=DaIs_bL0lpE
Pontos de Entidades,Malandros,N/A,Você é meu camarada,Nagô,https://www.youtube.com/watch?v=Yzoi5fUL9ac
Pontos de Entidades,Malandros,N/A,Você que fez trato com Malandro,SAMBA,https://www.youtube.com/watch?v=NdPlgrxRueg
Pontos de Entidades,Malandros,N/A,Vocês estão vendo aquela casa pequenina,SAMBA,https://www.youtube.com/watch?v=V7vVVl9Gcwg
Pontos de Entidades,Malandros,N/A,Vou descendo o morro/ Aquela casa pequenina,SAMBA,https://www.youtube.com/watch?v=F26fPzHLwsc
Pontos de Entidades,Malandros,N/A,Zé Malandro me ensinou,SAMBA,https://www.youtube.com/watch?v=fzZaWL8pDeA
Pontos de Entidades,Malandros,N/A,Zé Pretinho tem Malandro na Umbanda,SAMBA,https://www.youtube.com/watch?v=pN8SIh6rKyw
Pontos de Entidades,Malandros,N/A,"Boa noite Meu Senhor, Boa noite Minha Senhora (SUBIDA)",Samba,https://www.youtube.com/watch?v=7Mk1va6hZDE
Pontos de Entidades,Malandros,N/A,Subida do Povo da Malandragem (SUBIDA),CONGO,https://www.youtube.com/watch?v=eF2ig-q1WLo
Pontos de Entidades,Baianos,N/A,"Pombinho Branco, Mensageiro de Oxalá",Ijexá,https://www.youtube.com/watch?v=D5nu7t9yPPw
Pontos de Entidades,Baianos,N/A,Oxalá criou a Terra,Ijexá,https://www.youtube.com/watch?v=vPrliC0xeKM
Pontos de Entidades,Baianos,N/A,Oxalá olha para o mundo,Ijexá,https://www.youtube.com/watch?v=1NQKoaMm91g
Pontos de Entidades,Baianos,N/A,Força do Divino,Ijexá,https://www.youtube.com/watch?v=0VYaQIiDuag
Pontos de Entidades,Baianos,N/A,Tem pena de nós tem dó,Nagô,https://www.youtube.com/watch?v=Ljvv7xAou64
Pontos de Entidades,Baianos,N/A,Cante pra valer,Nagô,https://www.youtube.com/watch?v=ibH5JZXeIHY
Pontos de Entidades,Baianos,N/A,Ele é o Rei dos Orixas,Congo,https://www.youtube.com/watch?v=UUsbF8bC58U
Pontos de Entidades,Baianos,N/A,Dona dos Ventos,Samba,https://www.youtube.com/watch?v=VpxWrWs8oBY
Pontos de Entidades,Baianos,N/A,Me protegi no Bambuzal de Iansã,Samba,https://www.youtube.com/watch?v=IYOCxbFxBWw
Pontos de Entidades,Baianos,N/A,Iansã Orixá de Umbanda,Samba,https://www.youtube.com/watch?v=U5KW0EZRvfo
Pontos de Entidades,Baianos,N/A,A Guerreira vai Reinar,Congo,https://www.youtube.com/watch?v=LeeLdl3eK0w
Pontos de Entidades,Baianos,N/A,Ela é Oya,Congo,https://www.youtube.com/watch?v=VUVIDNZKCe0
Pontos de Entidades,Baianos,N/A,Quando Oya me chamou,Barra Vento,https://www.youtube.com/watch?v=IgQvlYXS4gQ
Pontos de Entidades,Baianos,N/A,Meu pai que barulho é esse,Barra Vento,https://www.youtube.com/watch?v=JjOJm7pbPxk
Pontos de Entidades,Baianos,N/A,Olha Eu,Barra Vento,https://www.youtube.com/watch?v=VHmQPaxolX0
Pontos de Entidades,Baianos,N/A,Zé Baiano,Samba,https://www.youtube.com/watch?v=BUaUJiWGu78
Pontos de Entidades,Baianos,N/A,O meu senhor do Bonfim,Samba,https://www.youtube.com/watch?v=lmsKiaQtFcI
Pontos de Entidades,Baianos,N/A,Balança porteira velha,Samba,https://www.youtube.com/watch?v=2BexPwLwSF0
Pontos de Entidades,Baianos,N/A,A Baiana deu sinal,Samba,https://www.youtube.com/watch?v=NQtHqKDvXfQ
Pontos de Entidades,Baianos,N/A,Povo Bom,Samba,https://www.youtube.com/watch?v=HUkzRNXlW7w
Pontos de Entidades,Baianos,N/A,Baiana Feiticeira,Samba,https://www.youtube.com/watch?v=eeBjLYAElQg
Pontos de Entidades,Baianos,N/A,Quando eu vim la da Bahia,Samba,https://www.youtube.com/watch?v=zJOdMRzF-rE
Pontos de Entidades,Baianos,N/A,Se ele é Baiano eu quero ver,Congo,https://www.youtube.com/watch?v=EeOwZjjcg00
Pontos de Entidades,Baianos,N/A,Baiano Bom Baiano Bom,Samba,https://www.youtube.com/watch?v=3c5s3sTvb5k
Pontos de Entidades,Baianos,N/A,Vem Baiano vem,Barra Vento,https://www.youtube.com/watch?v=NSLkXO8VkWs
Pontos de Entidades,Baianos,N/A,Bahia ô Africa vem nos ajudar,Nagô,https://www.youtube.com/watch?v=aASk4EKNGlc
Pontos de Entidades,Baianos,N/A,Pisa Baiano,Barra Vento,https://www.youtube.com/watch?v=nBsLHA0GoJ4
Pontos de Entidades,Baianos,N/A,Bahia de Pai Oxalá,Ijexá,https://www.youtube.com/watch?v=Kwjk9vozIrk
Pontos de Entidades,Baianos,N/A,Baiano Severino,Samba,https://www.youtube.com/watch?v=mLLHRQdHV4Q
Pontos de Entidades,Baianos,N/A,Bahia de Deus,Samba,https://www.youtube.com/watch?v=GmyjNkN8g4M
Pontos de Entidades,Baianos,N/A,Vou levar meu amor pro Samba,Samba,https://www.youtube.com/watch?v=JNOTfyf5k7I&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=6
Pontos de Entidades,Baianos,N/A,Dona da Casa Cheguei Agora,Samba,https://www.youtube.com/watch?v=Qec27DfBsDY&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=8
Pontos de Entidades,Baianos,N/A,"Levanta Mulé, Corra a Roda",Samba,https://www.youtube.com/watch?v=ZFiyYd_TpIM&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=9
Pontos de Entidades,Baianos,N/A,A chuva chuveu na areia,Samba,https://www.youtube.com/watch?v=1bgFf_29xYE&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=11
Pontos de Entidades,Baianos,N/A,Lá em Caculé / Quebra o Coco,Ijexá,https://www.youtube.com/watch?v=UDw71mgilmI
Pontos de Entidades,Baianos,N/A,Dona da Casa me de licença / Olê Olê,Samba,https://www.youtube.com/watch?v=xI5uZUwk8PY
Pontos de Entidades,Baianos,N/A,Meu Irmão eu vou pra Bahia,Samba,https://www.youtube.com/watch?v=Ajx735w6Sfg
Pontos de Entidades,Baianos,N/A,Maria do Balaio,Ijexá,https://www.youtube.com/watch?v=uniooherjjI
Pontos de Entidades,Baianos,N/A,Sou Baiana de Missanga,Samba,https://www.youtube.com/watch?v=PbgiyvX1LJc
Pontos de Entidades,Baianos,N/A,Plantei milho pra colher fuba,Barra Vento,https://www.youtube.com/watch?v=bvNs2ReDLyQ
Pontos de Entidades,Baianos,N/A,Lampião da Bahia,Samba,https://www.youtube.com/watch?v=VI3MOX1Xxx8
Pontos de Entidades,Baianos,N/A,Eu levei uma carreira,Samba,https://www.youtube.com/watch?v=7NN_FFEaAnw
Pontos de Entidades,Baianos,N/A,Terra de Dois,Nagô,https://www.youtube.com/watch?v=JJHjasFWSLY&list=PLAJLiz7lDvVPWMaSZb7YniUXAIycpuq1a&index=2
Pontos de Entidades,Baianos,N/A,Coquinho Baiano,Nagô,https://www.youtube.com/watch?v=naG4vM7l_44&list=PLAJLiz7lDvVPWMaSZb7YniUXAIycpuq1a&index=3
Pontos de Entidades,Baianos,N/A,Baiana faz e não manda,Samba,https://www.youtube.com/watch?v=sJABDqo4FM4&list=PLAJLiz7lDvVPWMaSZb7YniUXAIycpuq1a&index=9
Pontos de Entidades,Baianos,N/A,Esse mundo é de Deus,Samba,https://www.youtube.com/watch?v=XksuEu2XNWA&list=PLAJLiz7lDvVPWMaSZb7YniUXAIycpuq1a&index=11
Pontos de Entidades,Baianos,N/A,Mané Baiano,Samba,https://www.youtube.com/watch?v=vCeGUKmCa1w&list=PLAJLiz7lDvVPWMaSZb7YniUXAIycpuq1a&index=12
Pontos de Entidades,Baianos,N/A,O trem corre é por cima da linha,Samba,https://www.youtube.com/watch?v=7NN_FFEaAnw
Pontos de Entidades,Baianos,N/A,Quem entrou na roda/ Me deixa,Samba,https://www.youtube.com/watch?v=SgB5KoVvAhw&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=4
Pontos de Entidades,Baianos,N/A,Flor da Laranjeira,Samba,https://www.youtube.com/watch?v=PrqiiAfRM2o&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=15
Pontos de Entidades,Baianos,N/A,Libertação dos Baianos,Congo,https://www.youtube.com/watch?v=RKTLmIgR4QE
Pontos de Entidades,Baianos,N/A,Meu Chapéu / Quem tem baiano pisa / Rebenta o côco,Ijexá,https://www.youtube.com/watch?v=JcDAzH5arGk
Pontos de Entidades,Baianos,N/A,Baiano é bom que nem Surucucu,Samba,https://www.youtube.com/watch?v=6fpRa8onhX4
Pontos de Entidades,Baianos,N/A,Dende no Fogo,Barra Vento,https://www.youtube.com/watch?v=0gYmx23Pwtk
Pontos de Entidades,Baianos,N/A,Baiana Baiana de Saia Rendada,Ijexá,https://www.youtube.com/watch?v=bU5VGvg7aCQ
Pontos de Entidades,Baianos,N/A,Quando o Baiano piza o terreiro balanceia / A Bananeira Caiu,Samba,https://www.youtube.com/watch?v=PA03wt_7W_s
Pontos de Entidades,Baianos,N/A,Dona da Casa a Casa é sua,Samba,https://www.youtube.com/watch?v=7XtXgt2meV4&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=12
Pontos de Entidades,Baianos,N/A,Benza Deus,Samba,https://www.youtube.com/watch?v=a7gilRGVxrY&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=13
Pontos de Entidades,Baianos,N/A,Deus Vos salve a Casa Santa,Rufando,https://www.youtube.com/watch?v=2f5hvqdmxHU&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=17
Pontos de Entidades,Baianos,N/A,"Peguei ta pegado, marrei ta marrado",Samba,https://www.youtube.com/watch?v=IegRSfRwI_o&list=OLAK5uy_n83N2RxU5GIMrLhp2700CuYtt3yyUwhjU&index=20
Pontos de Entidades,Baianos,N/A,Maria Bonita,Nagô,https://www.youtube.com/watch?v=stKISsOMmDM&list=PLOFh-TJMECXa8ssN4w1MsTcyYKnDJqF8c&index=4
Pontos de Entidades,Baianos,N/A,Minha Santa Bahia,Nagô,https://www.youtube.com/watch?v=9qTqaL3mks4&list=PLOFh-TJMECXa8ssN4w1MsTcyYKnDJqF8c&index=5
Pontos de Entidades,Baianos,N/A,Não mexe comigo não,Nagô,https://www.youtube.com/watch?v=vzhddrueeag
Pontos de Entidades,Baianos,N/A,Trabalha Zé Baiano,Samba,https://www.youtube.com/watch?v=SgH16BPFjy0
Pontos de Entidades,Baianos,N/A,É na pisada que o Baiano veio é na pisada que o Baiano vai embora,Ijexá,https://www.youtube.com/watch?v=trrTW-bRnNw
Pontos de Entidades,Baianos,N/A,Pra Aruanda eu vou embora,Ijexá,https://www.youtube.com/watch?v=ju-lY1J0EWE
Pontos de Entidades,Ciganos,N/A,Dona do Fogo,Congo,https://www.youtube.com/watch?v=k4cJUJN5_1Q
Pontos de Entidades,Ciganos,N/A,Kalie minha mãe divida Egunita,Samba,https://www.youtube.com/watch?v=e6SWnZGD90g
Pontos de Entidades,Ciganos,N/A,Sua Mãe Egunita,Samba,https://www.youtube.com/watch?v=sNhzrAe2PA4
Pontos de Entidades,Ciganos,N/A,Raio Flamejante,Samba,https://www.youtube.com/watch?v=rSjrCGz4ZRc
Pontos de Entidades,Ciganos,N/A,Egunita Orixa de Umbanda,Nagô,https://www.youtube.com/watch?v=IXxr2-YFDJQ
Pontos de Entidades,Ciganos,N/A,Vem Mamãe Egunita,Samba,https://www.youtube.com/watch?v=2-PvRpsRQqw
Pontos de Entidades,Ciganos,N/A,Oração a Iansa,dobrando,https://open.spotify.com/playlist/6CghR5rmNE5rqYj8KGXbrZ
Pontos de Entidades,Ciganos,N/A,Meu pai que barulho é esse?,Barra Vento,https://www.youtube.com/watch?v=JjOJm7pbPxk
Pontos de Entidades,Ciganos,N/A,Rajada de Vento,Barra Vento,https://www.youtube.com/watch?v=iIq-G_Re5KQ&pp=ygUeUG9udG9zIGRlIElhbnNhIG5vIEJhcnJhIFZlbnRv
Pontos de Entidades,Ciganos,N/A,A Guerreira vai Reinar,Congo,https://www.youtube.com/watch?v=LeeLdl3eK0w
Pontos de Entidades,Ciganos,N/A,Ela é Oyá,Congo,https://www.youtube.com/watch?v=slr4GRSx9Os
Pontos de Entidades,Ciganos,N/A,Bambuzal de Iansã,Samba,https://www.youtube.com/watch?v=bp-3cqAsdOk
Pontos de Entidades,Ciganos,N/A,O Vento vem trazendo o nome dela,Samba,https://www.youtube.com/watch?v=vN9gk5NMvpw
Pontos de Entidades,Ciganos,N/A,Força de Oya,Samba,https://www.youtube.com/watch?v=fuUZhMD0Bus
Pontos de Entidades,Ciganos,N/A,Saudação a Xangô,Ijexá,https://www.youtube.com/watch?v=94JwGYTOmks
Pontos de Entidades,Ciganos,N/A,Amarra os Inimigos e da um nó,Congo,https://www.youtube.com/watch?v=qd8vWqQFN8I
Pontos de Entidades,Ciganos,N/A,Ele Braudou na Aldeia,Congo,https://www.youtube.com/watch?v=cWytYNEFQbI
Pontos de Entidades,Ciganos,N/A,Vejam que pedreira linda,Congo,https://www.youtube.com/watch?v=Ubro1XxVBC8
Pontos de Entidades,Ciganos,N/A,No alto daquela pedreira,Congo,https://www.youtube.com/watch?v=rnWFv4OYthc
Pontos de Entidades,Ciganos,N/A,Morada de Xangô Ayrá,Congo,
Pontos de Entidades,Ciganos,N/A,Que mata é essa que o Leão não entra,Congo,https://www.youtube.com/watch?v=H3C408IoEBI
Pontos de Entidades,Ciganos,N/A,Maleme,Samba,https://www.youtube.com/watch?v=joZFs5naYyk
Pontos de Entidades,Ciganos,N/A,O Gino olha sua banda,Samba,https://www.youtube.com/watch?v=FY6u4H7iaKc
Pontos de Entidades,Ciganos,N/A,Por detras daquela serra,Samba,https://www.youtube.com/watch?v=9D_CMog5fVE
Pontos de Entidades,Ciganos,N/A,Eu ouvi no bater da pedra,Samba,https://www.youtube.com/watch?v=3uDLwy9rF5M
Pontos de Entidades,Ciganos,N/A,Povo cigano chegou,Barra Vento,https://www.youtube.com/watch?v=vBG13VMc8Pw
Pontos de Entidades,Ciganos,N/A,Ouvi de Longe suas Castanholas,Samba,https://www.youtube.com/watch?v=ATCHuSjVCvE
Pontos de Entidades,Ciganos,N/A,Arruma Acampamento,Congo de Ouro,https://www.youtube.com/watch?v=OHeJ5ra4ebc
Pontos de Entidades,Ciganos,N/A,"Ori, ori, oriê, linda Cigana essa dança é pra você.",Barra Vento,https://www.youtube.com/watch?v=SPqjSOCW5FE
Pontos de Entidades,Ciganos,N/A,A lua iluminou o meu terreiro,Congo de Ouro,https://www.youtube.com/watch?v=qzllfLAC_U4
Pontos de Entidades,Ciganos,N/A,Uma cigana leu a minha mão,Congo de Ouro,https://www.youtube.com/watch?v=8wSLRYHeyD4
Pontos de Entidades,Ciganos,N/A,Cigano filho do vento,Congo de Ouro,https://www.youtube.com/watch?v=bWLxbmYdggI
Pontos de Entidades,Ciganos,N/A,De Longe Eu Vim - Ponto de Cigana,Congo de Ouro,https://www.youtube.com/watch?v=ZBpxMq9araE
Pontos de Entidades,Ciganos,N/A,"Santa Sara,deixa teu Povo passar ",Congo de Ouro,https://www.youtube.com/watch?v=odnlyocwDVw
Pontos de Entidades,Ciganos,N/A,Oh Cirandeiro,Samba,https://www.youtube.com/watch?v=QWB0A98GxZM
Pontos de Entidades,Ciganos,N/A,Baralho de Ouro,Samba,https://www.youtube.com/watch?v=U-yutqFVoKE
Pontos de Entidades,Ciganos,N/A,"Veja meu destino, oh cigana",Samba,https://www.youtube.com/watch?v=FZWYRxGECFI
Pontos de Entidades,Ciganos,N/A,Oi abre a roda deixa a Cigana trabalhar,Samba,https://www.youtube.com/watch?v=nhbXMp2dbzs
Pontos de Entidades,Ciganos,N/A,"Rosa Vermelha, Rosa Amarela",Samba,https://www.youtube.com/watch?v=IRGMEpHTOf4
